Feature,Speaker
"Cloudcuckoolander: Especially in the episode ""The One Where Paul's the Man"" when he starts talking and singing exaggeratedly to himself in the mirror.
Paul: Just relax. Just relax, Paul, you're doing great. She likes you. She... maybe, she likes you. She likes you. You know why? Because you're a... neat guy. You are the man. You are... The Man! I still got it! Nice and sexy. You're just a love machine.",Paul
"Dark and Troubled Past: He has seen a number of loved ones suffer, which helps explain why he is so emotionally closed off. He has outlived both his wife and his sister, and he alludes to something horrible having happened to his college roommate.",Paul
Freudian Excuse: He had a horrible childhood that made him a very insecure person.,Paul
"Hilariously Abusive Childhood: After revealing to Rachel his ridiculously bad childhood, he begins crying for hours and Rachel dumps him for this reason.",Paul
"Hypocrite: Rather than simply object to the inappropriateness of a teacher dating a student, he doesn't like Ross' relationship with his daughter because Ross is much older than she is. Then Paul starts dating Rachel, who is considerably younger than him.",Paul
"Hypocrite Has a Point: Ross was Elizabeth's professor when they met (and continued to be a professor at the same university even if not teaching her directly while they were dating) which some people would find inappropriate regardless of the age difference. Further, while Paul may seem like a hypocrite for dating the much younger Rachel, Rachel is at least a decade older than Elizabeth and Paul has never been her teacher.",Paul
"Jerkass: He acts like a dick to Ross, mostly because Ross is dating his daughter who is much younger than Ross and actually his student at university.",Paul
"Overprotective Dad: He still sees his college-aged daughter Elizabeth as his little girl. Understandable in that Liz is an only child, and Paul and his wife gave birth to her while they were very young.",Paul
"Armor-Piercing Question: Delivers this to Chandler: ""If what you and your wife have is so great, then why are you spending Christmas with me?"" It's this very question that gets Chandler to realize he'd much rather be happy with his wife and friends on Christmas than spend the holiday being miserable in his job stuck in another state, and subsequently causes him to quit.",Wendy
"Awful Wedded Life: Implied. After revealing she's married, Chandler respons that he's happily married to his own wife. She seems genuinely curious about what that's like.",Wendy
"Small Role, Big Impact: She only appears in one episode, but it's an important one, as she's the one who gets Chandler to quit his office job after he's been working there since the start of the series.",Wendy
World's Most Beautiful Woman: She was runner up Miss Oklahoma.,Wendy
"Birds of a Feather: With Ross. She is the only person to understand the reference to his ""Spudnik"" Halloween costume.",Mona
"Derailing Love Interests: Averted. She breaks up after learning Ross invited Rachel (his pregnant ex) to live with him. That was apparently the last straw in a series of mishaps, including Rachel being pregnant with his baby being blurted out and some missed dates.",Mona
"The Generic Girl: There is nothing notable about her, except that she was dating Ross in season 8. Lampshaded when Phoebe denounces the group's collective dating history. She specifically mentions Mona among others as examples of the group's bad dating history, leading a confused Ross to wonder ""What was wrong with Mona?""",Mona
Love Interest: To Ross.,Mona
"Informed Flaw: Played for Laughs, Phoebe listed her alongside Tag and Janice when discussing embarrassing former relationships, Ross couldn't understand what it was about her she didn't like, and the others seem unable to provide an answer.",Mona
"Nice Girl: She is generally a friendly person, even to the other people in the group. Most notably, despite her breakup with Ross being very messy (among other things, she apparently told him to ""crawl up his own ass and die""), the final time she encounters him in the show she's not hostile to him and treats him amicably, admitting that the stress of everything going on with Rachel's pregnancy just got too complicated for her.",Mona
Romantic False Lead: She begins a relationship with Ross just as Ross learns that Rachel is pregnant with his child.,Mona
"Berserk Button: Rachel. Just Rachel. His grudge on her is so intense, he wrecks a wall decoration by gripping on it too forcefully when he sees her again.",Will
"Boring, but Practical: How he describes his job as a commodities broker.
Ross: So, commodities broker. That sounds interesting.
Will: It's not. But I'm rich and thin.",Will
Fat Best Friend: Was this to Ross in high school.,Will
"Formerly Fat: He was incredibly overweight in highschool, to the point Monica was referred to as ""his thin friend"". Seeing how Monica was Formerly Fat during that time as well, that's saying something. After graduation, the overweight and taunted Will managed to get in shape and grew up to become a successful commodities broker. While he describes it as boring, he at least remarks that he's ""rich and thin"".",Will
Innocently Insensitive: He laughs at how he and Ross used to be so into dinosaurs not realizing Ross is a paleontology professor now.,Will
"Jerkass to One: While Will is good friends with Ross and Monica, he acts extremely hostile to Rachel due to her mocking his obesity back in highschool.",Will
Manchild: Seems like an ordinary guy to begin with but seeing Rachel again causes him to go through serious emotional regression.,Will
"No Sympathy for Grudgeholders: While being bullied in highschool makes his resentment understandable, forming an ""I Hate Rachel Club"", spreading rumors of Rachel being a hermaphrodite that even Chandler(who didn't grow up on Long Island with them) heard about back then, and clinging onto that grudge for years makes it hard to sympathize with him.",Will
"One-Shot Character: Only appears in ""The One With The Rumor"" and is never mentioned in any other episode.",Will
"Rejected Apology: He refuses to accept any kind of apology from Rachel, who has no recollection of their past at all.",Will
"Remember the New Guy?: Supposedly an old close friend of Ross and Monica, but he was never mentioned before or since, wasn't in attendance at their weddings, etc.",Will
"Awful Wedded Life: His first marriage ended in disaster, to the point that it put him off from ever wanting to marry someone again, which temporarily ended his relationship with Phoebe.",Mike
Betty and Veronica: The Betty to David's Veronica for Phoebe's Archie.,Mike
The Bus Came Back: He breaks up with Phoebe midway through Season 9 but then returns during the season finale.,Mike
"Competition Freak: After Phoebe and Chandler refuse to play ping pong with Monica knowing how competitive she is, he agrees to play with her. After a quick practice round, it becomes clear that Mike is just as competitive as Monica.
Chandler: Oh dear God, there's two of them!",Mike
"Contrived Coincidence: His entire relationship with Phoebe is based on one. Joey agreed to set up Phoebe on a blind date, forgot to do so and lied that he had, blurting out the name ""Mike"" in a panic. He then headed to the coffee house, yelled out ""Mike"" and Mike happened to be there, be single and be willing to go along with the scheme so met the love of his life.",Mike
